# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 29 06:38:00 2018
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE'
# CONSTRAINT:  and koi_period < 16
# CONSTRAINT:  and koi_prad > 4
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
123,5115978,K00823.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.028436523,170.2285820,1.5734,1.86060,8.0980e+03,72.77,1947.0,3400.48,89.60,,,6228.00,4.428,0.9900,296.006990,40.295429,15.202
8338,8848104,K07100.01,,CANDIDATE,CANDIDATE,0.3030,0,1,0,0,0.824851807,131.6271509,1.1850,1.93637,3.0099e+04,78.00,2539.0,9801.46,642.20,1,q1_q17_dr25_tce,5658.00,3.903,1.6540,300.994870,45.078861,12.372
4325,9837828,K04670.01,,CANDIDATE,CANDIDATE,,0,0,0,0,6.808990760,132.1907800,1.9253,2.07700,1.1920e+03,89.29,795.0,94.48,11.50,1,q1_q17_dr24_tce,4992.00,4.483,0.8540,294.580660,46.610592,16.303
6388,8560475,K05543.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.415051610,133.3105500,0.9790,2.06100,9.3700e+02,91.09,2815.0,14853.21,18.30,1,q1_q17_dr25_tce,4989.00,2.442,18.2660,291.979430,44.695160,13.560
2241,6199056,K02398.01,,CANDIDATE,CANDIDATE,0.9970,0,0,0,0,1.169010526,131.7385670,1.1300,1.17170,1.6590e+02,91.91,3766.0,47688.80,37.10,1,q1_q17_dr25_tce,5944.00,3.250,5.8470,289.939270,41.502659,13.579
5266,5397166,K03856.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,1.811966339,132.2782800,1.2400,3.79200,4.0810e+02,95.19,2573.0,10360.38,36.30,1,q1_q17_dr25_tce,5904.00,3.602,3.3480,299.859650,40.563950,13.493
512,8397675,K01140.01,,CANDIDATE,CANDIDATE,0.7620,0,0,0,0,0.553261874,133.4466050,1.2460,0.88750,1.0381e+03,97.36,3689.0,43709.08,202.20,1,q1_q17_dr25_tce,5679.00,3.565,3.1420,301.475770,44.319759,13.501
3997,8330207,K04390.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.636682620,131.6458600,1.2200,1.90700,9.2170e+02,103.99,2562.0,10160.30,12.90,1,q1_q17_dr25_tce,5234.00,3.436,3.7390,300.924840,44.249680,16.494
6232,5131276,K05129.01,,CANDIDATE,CANDIDATE,0.9280,0,0,0,0,0.668827160,131.8692000,0.5140,1.06900,6.8200e+01,124.42,13184.0,7165673.12,6.20,1,q1_q17_dr25_tce,3711.00,0.652,150.0910,299.321560,40.265339,11.598
327,11180361,K00971.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.533059312,171.2274419,1.2630,1.86210,1.4958e+03,133.56,5862.0,277887.70,179.60,1,q1_q17_dr25_tce,8523.00,3.559,4.0510,286.019200,48.866741,7.748
8838,7695445,K06906.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.743366270,132.8574000,1.8550,10.40500,4.5100e+02,140.49,2029.0,4006.15,20.80,1,q1_q17_dr24_tce,6640.00,4.208,1.4780,295.907440,43.385979,13.142
367,11192141,K00977.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.353771892,261.4366200,1.2030,7.01200,1.3491e+03,430.99,4903.0,136609.48,76.70,1,q1_q17_dr25_tce,4283.00,2.012,15.7600,292.719640,48.852016,10.523
5022,4743508,K03572.01,,CANDIDATE,CANDIDATE,0.6920,0,1,0,0,2.086076372,133.4161410,13.3760,2.40320,5.8858e+04,1543.74,1645.0,1728.20,159.30,1,q1_q17_dr25_tce,6124.00,4.265,1.1190,290.813930,39.819061,14.554
7880,9790965,K07231.02,,CANDIDATE,CANDIDATE,,0,0,0,0,4.747014790,133.3330500,64.5159,2.46400,3.6220e+03,13333.50,1640.0,1708.72,10.10,2,q1_q17_dr24_tce,6531.00,3.962,1.9210,298.911620,46.586578,13.388
